plt_cn,condid,invyr,statecd,countycd,plot,smplnnbr,measyear,forflthk,ltrlrthk,forflthkn,ltrlrthkn,forflthks,ltrlrthks,forflthke,ltrlrthke,forflthkw,ltrlrthkw,vstnbr,txtrlyr1,txtrlyr2,dpthsbsl,soils_statcd
300160991489998,1,2016,27,115,20114,4,2016,0.175,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.1,2,,,20,1
300161004489998,1,2016,27,137,27467,2,2016,1.6,0.8,1.5,0.7,1.6,0.8,1.3,0.6,2,1.1,2,1,1,9.4,1
300161004489998,1,2016,27,137,27467,3,2016,1.7,0.8,1.2,0.4,2.8,1.2,1.1,0.6,1.7,1,2,,,17.1,1
300161004489998,1,2016,27,137,27467,4,2016,1.575,0.925,1.6,1,1.6,0.8,1.4,0.9,1.7,1,2,,,16.6,1
300160882489998,1,2016,27,1,20347,2,2016,20,0.075,20,0.1,20,0.1,20,0,20,0.1,2,0,0,20,1
300160882489998,1,2016,27,1,20347,3,2016,20,0.125,20,0,20,0.3,20,0,20,0.2,2,,,20,1
300160882489998,1,2016,27,1,20347,4,2016,20,1.8,20,0.9,20,3,20,1.7,20,1.6,2,,,20,1
300159799489998,,2016,27,71,23011,2,2016,,,,,,,,,,,1,,,,9
300159799489998,,2016,27,71,23011,3,2016,,,,,,,,,,,1,,,,9
300159799489998,,2016,27,71,23011,4,2016,,,,,,,,,,,1,,,,9
300161276489998,1,2016,27,75,29322,2,2016,20,0.075,20,0.1,20,0.1,20,0,20,0.1,2,0,0,20,1
300161276489998,1,2016,27,75,29322,3,2016,20,0.05,20,0.1,20,0,20,0.1,20,0,2,,,20,1
300161276489998,1,2016,27,75,29322,4,2016,20,0.025,20,0.1,20,0,20,0,20,0,2,,,20,1
300161349489998,1,2016,27,137,26780,2,2016,2.4,1.2,2.2,1,2.9,1.6,2.5,1.3,2,0.9,2,1,1,20,1
300161349489998,1,2016,27,137,26780,3,2016,2.975,1.125,2.3,1.2,1.6,1,5,1.1,3,1.2,2,,,20,1
300161349489998,1,2016,27,137,26780,4,2016,2.75,1.025,2.7,1.1,2.8,0.9,3.1,1,2.4,1.1,2,,,20,1
300160851489998,1,2016,27,71,23742,2,2016,20,0.675,20,0.6,20,0.6,20,0.8,20,0.7,2,0,0,20,1
300160851489998,1,2016,27,71,23742,3,2016,20,1.75,20,1.2,20,1.9,20,2,20,1.9,2,,,20,1
300160851489998,1,2016,27,71,23742,4,2016,20,1.175,20,1,20,1.4,20,1.3,20,1,2,,,20,1
300161200489998,,2016,27,25,20044,2,2016,,,,,,,,,,,2,,,,2
300161200489998,1,2016,27,25,20044,3,2016,0.175,0.1,0.3,0.2,0.1,0,0,0,0.3,0.2,2,,,20,1
300161200489998,1,2016,27,25,20044,4,2016,3.2,1.3,2.4,0.6,3.6,1.6,3.5,1.6,3.3,1.4,2,,,14,1
300161212489998,1,2016,27,137,25636,2,2016,20,0.1,20,0.1,20,0.1,20,0.1,20,0.1,2,0,0,20,1
300161212489998,1,2016,27,137,25636,3,2016,20,0.025,20,0,20,0.1,20,0,20,0,2,,,20,1
300161212489998,1,2016,27,137,25636,4,2016,20,0.3,20,0.3,20,0.2,20,0.4,20,0.3,2,,,20,1
300161089489998,1,2016,27,137,27693,2,2016,20,0,20,0,20,0,20,0,20,0,2,0,0,20,1
300161089489998,1,2016,27,137,27693,3,2016,2.65,0.9,2.6,0.9,2.6,0.8,2.4,0.8,3,1.1,2,,,8.1,1
300161089489998,3,2016,27,137,27693,4,2016,12,0.05,12,0,12,0.1,12,0.1,12,0,2,,,12,1
300160080489998,1,2016,27,113,20266,2,2016,2.775,2,3.8,2.5,3.1,2.3,1.9,1.4,2.3,1.8,2,0,0,20,1
14528966020004,,2013,46,123,20666,3,2013,,,,,,,,,,,2,,,,2
14528966020004,,2013,46,123,20666,4,2013,,,,,,,,,,,2,,,,2
168246188020004,,2014,46,103,21264,2,2014,,,,,,,,,,,1,,,,2
168246188020004,2,2014,46,103,21264,3,2014,1.5,1.125,1.4,1,1.7,1.5,1.6,0.9,1.3,1.1,1,,,9.8,1
168246188020004,,2014,46,103,21264,4,2014,,,,,,,,,,,1,,,,2
245012799489998,,2015,46,5,20510,2,2015,,,,,,,,,,,2,,,,2
245012799489998,,2015,46,5,20510,3,2015,,,,,,,,,,,2,,,,2
245012799489998,,2015,46,5,20510,4,2015,,,,,,,,,,,2,,,,2
245012928489998,1,2015,46,81,20220,2,2015,1.6,1.2,1.7,1.4,1.5,1.2,1.6,1,1.6,1.2,2,2,2,20,1
245012928489998,1,2015,46,81,20220,3,2015,1.625,1.325,1.5,1.1,1.6,1.4,2.2,2,1.2,0.8,2,,,13.4,1
245012928489998,1,2015,46,81,20220,4,2015,1.25,0.9,1,0.7,1.1,0.7,1.6,1.2,1.3,1,2,,,4.7,1
168246093020004,1,2015,46,81,28401,2,2015,0.6,0.225,0.6,0.2,0.7,0.2,0.7,0.4,0.4,0.1,2,2,2,9.6,1
168246093020004,1,2015,46,81,28401,3,2015,1.675,1.2,1.5,1,1.5,1.2,1.9,1.3,1.8,1.3,2,,,10.5,1
168246093020004,1,2015,46,81,28401,4,2015,1.375,0.975,1.6,1.2,1.4,1.1,0.8,0.5,1.7,1.1,2,,,6.8,1
305231463489998,1,2016,46,9,20255,2,2016,0,0,0,0,0,0,0,0,0,0,1,2,2,10.4,1
305231463489998,1,2016,46,9,20255,3,2016,1.35,0.825,1.2,0.5,1.4,1,1.5,1.1,1.3,0.7,1,,,14.7,1
305231463489998,1,2016,46,9,20255,4,2016,0.525,0.425,0.6,0.5,0.5,0.4,0.7,0.5,0.3,0.3,1,,,13.1,1
305230800489998,1,2016,46,33,28457,2,2016,4.025,2.2,3.5,2.2,4.4,1.5,3,2.6,5.2,2.5,2,9,9,3,1
305230800489998,1,2016,46,33,28457,3,2016,1.2,0.575,1.5,0.6,0.9,0.4,1.1,0.5,1.3,0.8,2,,,12,1
305230800489998,1,2016,46,33,28457,4,2016,2.2,1.125,2.2,0.5,2.5,1.5,2.4,1.4,1.7,1.1,2,,,13.4,1
300160080489998,1,2016,27,113,20266,3,2016,3.725,2.6,4.6,3.3,2.8,1.8,4.3,3,3.2,2.3,2,,,20,1
300160080489998,1,2016,27,113,20266,4,2016,7.025,5.775,8.2,6.5,6.8,5.5,5.6,4.3,7.5,6.8,2,,,20,1
300160125489998,,2016,27,69,20373,2,2016,,,,,,,,,,,2,,,,2
300160125489998,2,2016,27,69,20373,3,2016,2.05,1.025,2.5,1.1,1.7,0.9,1.7,1.1,2.3,1,2,,,20,1
300160125489998,,2016,27,69,20373,4,2016,,,,,,,,,,,2,,,,2
231734738020004,,2015,27,71,22993,4,2015,,,,,,,,,,,1,,,,9
300161460489998,1,2016,27,31,21235,2,2016,2.6,1.05,2.6,1,2.8,1.2,2.5,0.9,2.5,1.1,2,1,3,3.1,1
300161460489998,1,2016,27,31,21235,3,2016,1.475,0.625,1.4,0.7,1.3,0.5,1.5,0.6,1.7,0.7,2,,,4.8,1
300161460489998,2,2016,27,31,21235,4,2016,0.975,0.525,0.9,0.6,0.9,0.4,1,0.4,1.1,0.7,2,,,4.6,1
300160648489998,1,2016,27,21,29111,2,2016,3.45,1.775,3.5,1.8,3.3,1.8,3.7,2,3.3,1.5,2,2,3,20,1
305231218489998,,2016,46,59,20546,2,2016,,,,,,,,,,,1,,,,2
305231218489998,2,2016,46,59,20546,3,2016,1.75,1.35,1.7,1.2,1.7,1.4,1.4,1.1,2.2,1.7,1,,,12.7,1
29165606010478,1,2005,5,145,97,4,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
29165696010478,1,2005,5,149,102,2,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
29165696010478,1,2005,5,149,102,3,2004,1.925,1.65,1.7,1.4,1.7,1.5,2.2,1.8,2.1,1.9,1,0,0,0.4,1
29165696010478,1,2005,5,149,102,4,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
29165784010478,1,2005,5,55,62,2,2004,1.5,1.3,1.5,1.3,1.5,1.3,1.5,1.3,1.5,1.3,1,1,1,1.5,1
29165784010478,1,2005,5,55,62,3,2004,1,0.8,1,0.8,1,0.8,1,0.8,1,0.8,1,0,0,1.5,1
29165784010478,1,2005,5,55,62,4,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
29163156010478,1,2005,5,51,73,2,2004,0.125,0.125,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,1,2,2,0.1,1
29163156010478,1,2005,5,51,73,3,2004,0.125,0.125,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,1,0,0,0.1,1
29163156010478,1,2005,5,51,73,4,2004,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,1,0,0,0.1,1
29163273010478,1,2005,5,53,71,2,2004,3,1.65,3.8,1,3.4,2.8,3,1.8,1.8,1,1,3,3,2,1
29163273010478,1,2005,5,53,71,3,2004,3.325,2.275,3,2.3,3.7,2.2,2.5,2.2,4.1,2.4,1,0,0,7,1
29163273010478,1,2005,5,53,71,4,2004,1.55,0.45,1.2,0.2,1.8,0.9,1.4,0.1,1.8,0.6,1,0,0,4.8,1
29162135010478,2,2005,5,7,94,2,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
29162135010478,1,2005,5,7,94,3,2004,0.1,0.075,0.1,0.1,0.2,0.1,0.1,0.1,0,0,1,0,0,0.2,1
29162135010478,1,2005,5,7,94,4,2004,0.175,0.1,0.2,0.1,0.1,0,0.2,0.1,0.2,0.2,1,0,0,0.3,1
59608595010478,2,2004,5,15,58,4,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
59563012010478,1,2004,5,29,40,2,2003,0.2,0.175,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,1,1,1,0.6,1
59563012010478,1,2004,5,29,40,3,2003,0.225,0.175,0.3,0.2,0.2,0.1,0.2,0.2,0.2,0.2,1,0,0,0.7,1
59563012010478,2,2004,5,29,40,4,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
59433645010478,1,2004,5,115,73,2,2003,0.325,0.2,0.3,0.2,0.4,0.2,0.3,0.2,0.3,0.2,1,1,1,0.8,1
59433645010478,2,2004,5,115,73,3,2003,0.175,0.15,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,1,0,0,0.3,1
59433645010478,1,2004,5,115,73,4,2003,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,1,0,0,1,1
59418668010478,1,2004,5,87,57,2,2003,0.25,0.1,0.2,0.1,0.3,0.1,0.2,0.1,0.3,0.1,1,1,2,0.6,1
59418668010478,1,2004,5,87,57,3,2003,0.225,0.175,0.4,0.3,0,0,0.1,0.1,0.4,0.3,1,0,0,0.3,1
59418668010478,1,2004,5,87,57,4,2003,0.275,0.05,0.3,0.1,0.2,0,0.3,0,0.3,0.1,1,0,0,1.5,1
59434471010478,1,2004,5,117,58,2,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
59434471010478,1,2004,5,117,58,3,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
59434471010478,1,2004,5,117,58,4,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
29162316010478,1,2005,5,15,70,2,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
300160648489998,1,2016,27,21,29111,3,2016,5.175,2.5,5.7,2.8,5,2.5,4.8,2.3,5.2,2.4,2,,,20,1
300160648489998,1,2016,27,21,29111,4,2016,2.875,1.675,2.8,1.6,3.1,1.8,2.4,1.4,3.2,1.9,2,,,20,1
300160334489998,,2016,27,129,20436,2,2016,,,,,,,,,,,1,,,,2
300160334489998,,2016,27,129,20436,3,2016,,,,,,,,,,,1,,,,2
300160334489998,2,2016,27,129,20436,4,2016,1.125,0.75,1.1,0.7,0.8,0.4,1.5,1.2,1.1,0.7,1,,,99.9,1
300160465489998,1,2016,27,71,23154,2,2016,2,0.025,2,0,2,0,2,0,2,0.1,2,0,0,20,1
300160465489998,1,2016,27,71,23154,3,2016,20,0.025,20,0,20,0,20,0,20,0.1,2,,,20,1
300160465489998,1,2016,27,71,23154,4,2016,6.5,0.1,2,0.1,2,0.2,2,0.1,20,0,2,,,20,1
300160736489998,2,2016,27,97,20219,2,2016,8.675,8.175,16.3,16,2.3,1.8,14.1,13.5,2,1.4,2,2,2,20,1
300160736489998,,2016,27,97,20219,3,2016,,,,,,,,,,,2,,,,2
300160736489998,2,2016,27,97,20219,4,2016,4.175,2.025,4,1.9,4.2,2.2,3.8,1.8,4.7,2.2,2,,,20,1
300161057489998,1,2016,27,31,21047,2,2016,3.35,0.825,3.2,0.8,2.9,0.7,4.1,0.9,3.2,0.9,2,3,3,1.7,1
300161057489998,1,2016,27,31,21047,3,2016,2.675,0.875,2.7,0.9,2.4,0.8,2.5,0.8,3.1,1,2,,,0,1
300161057489998,1,2016,27,31,21047,4,2016,2.35,0.525,4.5,1,0.3,0.1,1.5,0.3,3.1,0.7,2,,,0,1
300161115489998,1,2016,27,59,20218,2,2016,1.8,0.575,1.8,0.4,1.7,0.5,1.5,0.4,2.2,1,1,3,3,20,1
300161115489998,1,2016,27,59,20218,3,2016,3.375,1.775,4.1,1.6,3,1.7,3.7,2,2.7,1.8,1,,,20,1
300161115489998,1,2016,27,59,20218,4,2016,2.525,1.2,3,1.7,2.1,0.9,3.1,1.5,1.9,0.7,1,,,20,1
300160362489998,1,2016,27,61,21412,2,2016,20,0.15,20,0.2,20,0.2,20,0.1,20,0.1,2,0,0,20,1
300160362489998,1,2016,27,61,21412,3,2016,20,0.375,20,0.3,20,0.5,20,0.4,20,0.3,2,,,20,1
300160362489998,1,2016,27,61,21412,4,2016,20,0.475,20,0.5,20,0.6,20,0.4,20,0.4,2,,,20,1
300160272489998,1,2016,27,21,20411,2,2016,2.775,1.675,2.9,1.4,2.6,2.4,2.9,1.5,2.7,1.4,2,1,3,20,1
300160272489998,1,2016,27,21,20411,3,2016,2.775,1.55,3.4,2,2.8,1.6,2.3,1.2,2.6,1.4,2,,,20,1
300160272489998,1,2016,27,21,20411,4,2016,3.125,1.3,3.2,1.5,3.1,1.2,3.3,1.5,2.9,1,2,,,20,1
300160565489998,,2016,27,7,21052,2,2016,,,,,,,,,,,1,,,,9
300160565489998,,2016,27,7,21052,3,2016,,,,,,,,,,,1,,,,9
300160565489998,,2016,27,7,21052,4,2016,,,,,,,,,,,1,,,,9
300160846489998,2,2016,27,71,22038,2,2016,1.875,1.25,1.5,1,2.2,1.6,1.7,1.1,2.1,1.3,2,0,3,20,1
300160846489998,,2016,27,71,22038,3,2016,,,,,,,,,,,2,,,,2
300160846489998,,2016,27,71,22038,4,2016,,,,,,,,,,,2,,,,2
300159896489998,,2016,27,135,20002,2,2016,,,,,,,,,,,2,,,,2
300159896489998,2,2016,27,135,20002,3,2016,2.025,1,1.6,0.7,2.3,1.3,2,0.9,2.2,1.1,2,,,18,1
300159896489998,,2016,27,135,20002,4,2016,,,,,,,,,,,2,,,,2
300160169489998,1,2016,27,29,20513,2,2016,1.025,0.875,1.3,1.2,0.9,0.8,1.1,0.8,0.8,0.7,2,2,2,20,1
300160169489998,1,2016,27,29,20513,3,2016,0.725,0.6,0.6,0.6,0.5,0.3,0.8,0.5,1,1,2,,,20,1
300160169489998,1,2016,27,29,20513,4,2016,0.725,0.65,1.1,1,0.3,0.3,0.5,0.4,1,0.9,2,,,20,1
372785152489998,1,2017,27,7,20918,2,2017,20,0.575,20,0.6,20,0.7,20,0.5,20,0.5,1,0,0,20,1
372785152489998,1,2017,27,7,20918,3,2017,20,0.075,20,0.1,20,0,20,0.1,20,0.1,1,,,20,1
372785152489998,1,2017,27,7,20918,4,2017,20,0.625,20,0.6,20,0.5,20,0.7,20,0.7,1,,,20,1
372785462489998,1,2017,27,71,23545,2,2017,20,0.05,20,0,20,0,20,0.1,20,0.1,1,0,0,20,1
372785462489998,1,2017,27,71,23545,3,2017,20,0.1,20,0.1,20,0.1,20,0.1,20,0.1,1,,,20,1
372785462489998,1,2017,27,71,23545,4,2017,20,0.075,20,0.1,20,0.1,20,0.1,20,0,1,,,20,1
372785262489998,,2017,27,57,20547,2,2017,,,,,,,,,,,1,,,,2
372785262489998,,2017,27,57,20547,3,2017,,,,,,,,,,,1,,,,2
372785262489998,2,2017,27,57,20547,4,2017,0.85,0.8,1,0.8,0.5,0.5,0.4,0.4,1.5,1.5,1,,,20,1
372784314489998,,2017,27,7,20676,2,2017,,,,,,,,,,,1,,,,9
372784314489998,,2017,27,7,20676,3,2017,,,,,,,,,,,1,,,,9
372784314489998,,2017,27,7,20676,4,2017,,,,,,,,,,,1,,,,9
372785889489998,1,2017,27,137,28663,2,2017,0.25,0.125,0.3,0.1,0.2,0.1,0.2,0.1,0.3,0.2,1,3,3,20,1
372785889489998,,2017,27,137,28663,3,2017,,,,,,,,,,,1,,,,2
372785889489998,1,2017,27,137,28663,4,2017,0.25,0.15,0.3,0.2,0.2,0.1,0.2,0.1,0.3,0.2,1,,,20,1
372784128489998,,2017,27,1,21021,2,2017,,,,,,,,,,,1,,,,9
372784128489998,,2017,27,1,21021,3,2017,,,,,,,,,,,1,,,,9
372784128489998,,2017,27,1,21021,4,2017,,,,,,,,,,,1,,,,9
372784148489998,1,2017,27,137,27077,2,2017,1.45,0.975,1.7,1.1,1.1,0.7,1.8,1.3,1.2,0.8,1,1,2,6.8,1
372784148489998,1,2017,27,137,27077,3,2017,0.7,0.15,0.6,0.1,0.8,0.2,0.6,0.1,0.8,0.2,1,,,20,1
372784148489998,1,2017,27,137,27077,4,2017,0.725,0.55,0.6,0.5,0.7,0.6,0.8,0.5,0.8,0.6,1,,,10.1,1
372784950489998,,2017,27,71,22820,2,2017,,,,,,,,,,,1,,,,9
372784950489998,,2017,27,71,22820,3,2017,,,,,,,,,,,1,,,,9
372784950489998,,2017,27,71,22820,4,2017,,,,,,,,,,,1,,,,9
372786016489998,1,2017,27,55,20026,2,2017,2.05,1.1,2.6,1.4,1.9,1.3,2.3,1.3,1.4,0.4,1,2,2,9.5,1
372786016489998,1,2017,27,55,20026,3,2017,1,0.675,1,0.6,1.4,1,1,0.7,0.6,0.4,1,,,15.4,1
372786016489998,1,2017,27,55,20026,4,2017,2.175,1.675,2.8,1.8,2,1.7,2.1,1.7,1.8,1.5,1,,,12.5,1
372785345489998,1,2017,27,21,20574,2,2017,4.45,1.65,4.3,1.3,4,1.6,4.7,1.6,4.8,2.1,1,3,3,15,1
372785345489998,1,2017,27,21,20574,3,2017,1.9,0.925,1.7,0.8,2,1,1.6,0.9,2.3,1,1,,,20,1
372785345489998,1,2017,27,21,20574,4,2017,2.425,0.7,2.6,0.7,2.3,0.7,2.4,0.6,2.4,0.8,1,,,20,1
372784191489998,1,2017,27,173,20137,2,2017,0.6,0.55,0.5,0.5,0.6,0.6,0.8,0.8,0.5,0.3,1,2,2,20,1
372784191489998,1,2017,27,173,20137,3,2017,0.5,0.45,0.2,0.1,1,1,0.6,0.6,0.2,0.1,1,,,20,1
372784191489998,1,2017,27,173,20137,4,2017,0.525,0.525,0.4,0.4,0.7,0.7,0.4,0.4,0.6,0.6,1,,,20,1
372785554489998,1,2017,27,39,20235,2,2017,0.35,0.325,0.2,0.1,0.5,0.5,0.5,0.5,0.2,0.2,1,2,2,20,1
372785554489998,1,2017,27,39,20235,3,2017,0.3,0.3,0.5,0.5,0.2,0.2,0.3,0.3,0.2,0.2,1,,,20,1
372785554489998,,2017,27,39,20235,4,2017,,,,,,,,,,,1,,,,2
372785702489998,2,2017,27,17,20118,2,2017,2.5,1.125,1.8,0.6,2.6,1.2,2.8,1.4,2.8,1.3,1,3,4,20,1
29162316010478,1,2005,5,15,70,3,2004,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0,0,0,1
29162316010478,1,2005,5,15,70,4,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
29162441010478,1,2005,5,19,80,2,2004,0.325,0.225,0.3,0.2,0.3,0.2,0.4,0.3,0.3,0.2,1,3,3,20,1
372785702489998,1,2017,27,17,20118,3,2017,5.2,2.975,5.2,1.7,4.7,2.2,5.4,3.3,5.5,4.7,1,,,20,1
372785702489998,1,2017,27,17,20118,4,2017,1.05,0.225,0.6,0,1.6,0.6,0.8,0.1,1.2,0.2,1,,,99.9,1
372785276489998,1,2017,27,35,20425,2,2017,0.225,0.125,0.2,0.1,0.1,0,0.4,0.3,0.2,0.1,1,2,2,99.9,1
372785276489998,1,2017,27,35,20425,3,2017,1.3,1.175,1.2,1.1,1.3,1.2,1.4,1.1,1.3,1.3,1,,,99.9,1
372785276489998,1,2017,27,35,20425,4,2017,2.35,1.45,1.9,1.3,2.6,1.5,2.3,1.5,2.6,1.5,1,,,99.9,1
372785309489998,,2017,27,171,20191,2,2017,,,,,,,,,,,1,,,,2
372785309489998,,2017,27,171,20191,3,2017,,,,,,,,,,,1,,,,2
372785309489998,,2017,27,171,20191,4,2017,,,,,,,,,,,1,,,,2
372784511489998,,2017,27,69,10650,2,2017,,,,,,,,,,,1,,,,2
372784511489998,1,2017,27,69,10650,3,2017,0.4,0.25,0.4,0.3,0.4,0.3,0.3,0.1,0.5,0.3,1,,,1.8,1
372784511489998,1,2017,27,69,10650,4,2017,0.225,0.125,0.2,0.1,0.2,0.1,0.2,0.1,0.3,0.2,1,,,9.1,1
372785148489998,,2017,27,71,22703,2,2017,,,,,,,,,,,1,,,,9
29162441010478,1,2005,5,19,80,3,2004,0.925,0.75,0.8,0.6,1.1,0.9,1,0.8,0.8,0.7,1,0,0,20,1
305231218489998,,2016,46,59,20546,4,2016,,,,,,,,,,,1,,,,2
305230779489998,1,2016,46,81,20235,2,2016,2.75,2.05,3.1,1.7,3,2.1,2.4,2.2,2.5,2.2,2,1,1,5.3,1
305230779489998,1,2016,46,81,20235,3,2016,1.775,1.5,1.6,1.4,1.5,1.3,1.8,1.4,2.2,1.9,2,,,6.3,1
305230779489998,1,2016,46,81,20235,4,2016,2.05,1.675,2,1.7,1.9,1.5,2.1,1.8,2.2,1.7,2,,,6.9,1
414839032489998,1,2017,46,31,21040,2,2017,1.025,0.875,1,0.8,1.3,1.1,1.6,1.5,0.2,0.1,2,1,1,20,1
414839032489998,,2017,46,31,21040,3,2017,,,,,,,,,,,2,,,,2
414839032489998,1,2017,46,31,21040,4,2017,2.675,2.1,3.1,2.4,2,1.5,1.5,1.1,4.1,3.4,2,,,20,1
414838812489998,1,2017,46,33,20448,2,2017,1.1,0.875,1.5,1.4,1.2,0.9,0.7,0.5,1,0.7,2,2,2,20,1
414838812489998,1,2017,46,33,20448,3,2017,1.75,0.85,1.6,1.2,1.7,1.1,1.8,1,1.9,0.1,2,,,14.2,1
414838812489998,1,2017,46,33,20448,4,2017,1.75,1.075,1.8,1.2,2.2,1.1,1.1,0.8,1.9,1.2,2,,,6.2,1
414839102489998,1,2017,46,71,20740,2,2017,1.425,1.05,1.3,1.1,1.2,1,1.4,1,1.8,1.1,2,2,2,13.8,1
414839102489998,1,2017,46,71,20740,3,2017,0.825,0.6,0.7,0.5,1.1,0.9,0.9,0.6,0.6,0.4,2,,,9.5,1
414839102489998,1,2017,46,71,20740,4,2017,1.2,0.975,1.2,1,1.3,0.9,1.2,1,1.1,1,2,,,11.6,1
414839745489998,,2017,46,71,20775,2,2017,,,,,,,,,,,2,,,,2
414839745489998,2,2017,46,71,20775,3,2017,1.6,0.975,1.7,1,1.4,0.7,1.3,0.8,2,1.4,2,,,12.7,1
414839745489998,,2017,46,71,20775,4,2017,,,,,,,,,,,2,,,,2
461069772489998,,2018,46,7,20521,2,2018,,,,,,,,,,,1,,,,2
461069772489998,,2018,46,7,20521,3,2018,,,,,,,,,,,1,,,,2
461069772489998,2,2018,46,7,20521,4,2018,0.475,0.15,0.3,0.2,1.1,0.2,0.2,0.1,0.3,0.1,1,,,12.7,1
461069266489998,1,2018,46,47,20373,2,2018,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,2,3,3,2.5,1
461069266489998,,2018,46,47,20373,3,2018,,,,,,,,,,,2,,,,6
461069266489998,1,2018,46,47,20373,4,2018,0.85,0.75,0.9,0.8,0.8,0.7,0.9,0.8,0.8,0.7,2,,,2,1
461069416489998,1,2018,46,103,20316,2,2018,1.25,0.325,1.5,0.4,1.4,0.4,1.8,0.5,0.3,0,2,2,2,10.2,1
461069416489998,1,2018,46,103,20316,3,2018,2.45,0.5,2.8,0.8,2.3,0.5,2.2,0.4,2.5,0.3,2,,,11,1
461069416489998,1,2018,46,103,20316,4,2018,5.6,1.125,4.3,0.7,5.3,1.3,5.8,0.8,7,1.7,2,,,16.7,1
461070117489998,,2018,46,127,20228,2,2018,,,,,,,,,,,1,,,,2
461070117489998,,2018,46,127,20228,3,2018,,,,,,,,,,,1,,,,2
461070117489998,,2018,46,127,20228,4,2018,,,,,,,,,,,1,,,,2
511297028126144,1,2019,46,33,28298,2,2019,1.35,1.15,1.6,1.4,1.2,1.1,0.7,0.7,1.9,1.4,1,2,2,13.6,1
511297028126144,1,2019,46,33,28298,3,2019,0.75,0.6,1.1,0.8,0.4,0.3,0.9,0.8,0.6,0.5,1,,,12.5,1
511297028126144,1,2019,46,33,28298,4,2019,0.4,0.3,0.6,0.5,0.4,0.3,0.3,0.2,0.3,0.2,1,,,8.4,1
511296971126144,1,2019,46,33,28303,2,2019,2.025,0.675,1.8,0.6,1.5,0.3,2.2,0.7,2.6,1.1,1,1,2,9.7,1
511296971126144,1,2019,46,33,28303,3,2019,1.325,0.325,1.2,0.3,1.7,0.3,1.3,0.4,1.1,0.3,1,,,3.5,1
511296971126144,1,2019,46,33,28303,4,2019,1.1,0.25,1.7,0.2,0.5,0.2,1.3,0.3,0.9,0.3,1,,,3.5,1
511297018126144,1,2019,46,81,28039,2,2019,1.325,0.95,1.1,0.8,1.4,1.2,1.5,1,1.3,0.8,1,1,1,9.7,1
511297018126144,1,2019,46,81,28039,3,2019,1,0.65,0.8,0.6,1,0.7,1.2,0.7,1,0.6,1,,,13.1,1
511297018126144,1,2019,46,81,28039,4,2019,1.675,1.05,1.8,0.8,1.2,1,1.7,1.2,2,1.2,1,,,13.2,1
602702478126144,1,2020,46,47,20506,2,2020,1.625,1.125,1.7,1.1,1.5,0.9,1.8,1.3,1.5,1.2,1,2,2,11.5,1
602702478126144,,2020,46,47,20506,3,2020,,,,,,,,,,,1,,,,2
602702478126144,1,2020,46,47,20506,4,2020,1.675,1.075,1.6,0.7,1.9,1.3,1.6,1.1,1.6,1.2,1,,,9.9,1
722575523290487,1,2021,46,33,20089,2,2021,0.125,0.125,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,1,4,4,3,1
722575523290487,1,2021,46,33,20089,3,2021,0.075,0.075,0.1,0.1,0.1,0.1,0,0,0.1,0.1,1,,,3,1
722575523290487,1,2021,46,33,20089,4,2021,0.125,0.125,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,1,,,2,1
722575553290487,1,2021,46,33,20482,2,2021,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,3,3,2,1
722575553290487,1,2021,46,33,20482,3,2021,0.75,0.75,0.5,0.5,0.8,0.8,0.8,0.8,0.9,0.9,1,,,4,1
722575553290487,1,2021,46,33,20482,4,2021,0.425,0.425,0.4,0.4,0.1,0.1,0.6,0.6,0.6,0.6,1,,,5,1
722575521290487,2,2021,46,103,21056,2,2021,3.175,1.65,3.7,1.4,2.6,2,2.2,1.2,4.2,2,1,1,4,4,1
722575521290487,1,2021,46,103,21056,3,2021,0.8,0.65,0.9,0.7,0.5,0.4,0.7,0.5,1.1,1,1,,,5,1
