plt_cn,condid,statecd,unitcd,countycd,plot,invyr,measyear,condprop_cwd,condprop_fwd_sm,condprop_fwd_md,condprop_fwd_lg,condprop_pile,cwd_tl_cond,cwd_lpa_cond,cwd_drybio_cond,cwd_carbon_cond,fwd_sm_tl_cond,fwd_sm_cnt_cond,fwd_sm_drybio_cond,fwd_sm_carbon_cond,fwd_md_tl_cond,fwd_md_cnt_cond,fwd_md_drybio_cond,fwd_md_carbon_cond,fwd_lg_tl_cond,fwd_lg_cnt_cond,fwd_lg_drybio_cond,fwd_lg_carbon_cond,pile_sample_area_cond,pile_tl_cond,pile_drybio_cond,pile_carbon_cond
168246093020004,1,46,2,81,28401,2015,2015,1,1,1,1,1,192,,3489.529013327885,1818.044615943828,24,15,35.57227254071736,17.78613627035868,24,6,440.37618054159253,220.18809027079627,40,1,524.2833182127448,262.1416591063724,0,192,0,0
245012799489998,1,46,1,5,20510,2015,2015,0.807291666667,0.75,0.75,0.75,0.807291666667,155,,0,0,18,0,0,0,18,0,0,0,30,0,0,0,0,155,0,0
245012799489998,2,46,1,5,20510,2015,2015,0.192708333333,0.25,0.25,0.25,0.192708333333,37,,0,0,6,0,0,0,6,0,0,0,10,0,0,0,0,37,0,0
245012928489998,1,46,2,81,20220,2015,2015,1,1,1,1,1,192,,1997.8031961905083,991.7229069928362,24,34,93.39393448996874,46.69696724498437,24,11,935.1572773491848,467.5786386745924,40,14,8501.85077192659,4250.925385963295,0,192,0,0
305230779489998,1,46,2,81,20235,2016,2016,1,1,1,1,1,192,,786.6096744303018,409.82364037818724,24,8,18.96578846828232,9.48289423414116,24,12,880.4696281066078,440.2348140533039,40,1,524.1150164406714,262.0575082203357,0,192,0,0
305230800489998,1,46,2,33,28457,2016,2016,1,1,1,1,1,192,,22320.434298727774,11580.463136874283,24,21,49.60977057573036,24.80488528786518,24,12,877.3671869081246,438.6835934540623,40,10,5222.682338057656,2611.341169028828,0,192,0,0
305231218489998,1,46,1,59,20546,2016,2016,0.75,0.75,0.75,0.75,0.75,144,,0,0,18,0,0,0,18,0,0,0,30,0,0,0,0,144,0,0
305231218489998,2,46,1,59,20546,2016,2016,0.25,0.25,0.25,0.25,0.25,48,,5790.860744834131,2843.3126257135586,6,4,53.93611470286226,26.96805735143113,6,0,0,0,10,2,5962.046385050042,2981.023192525021,0,48,0,0
305231463489998,1,46,1,9,20255,2016,2016,1,1,1,1,1,192,,0,0,24,3,8.338854772278498,4.169427386139249,24,0,0,0,40,0,0,0,0,192,0,0
247061342010661,1,33,3,1,883,2012,2012,1,1,1,1,1,192,,43263.113649427214,22396.500566215265,24,48,136.82807807764573,68.41403903882286,24,9,794.015018285696,397.007509142848,40,2,1260.4037090459312,630.2018545229656,0,192,0,0
247061324010661,1,33,3,13,765,2012,2012,1,1,1,1,1,192,,7252.813951118553,3736.222582998941,24,40,122.46498499082436,61.23249249541218,24,8,758.04353346573,379.021766732865,40,3,2030.5742963193227,1015.2871481596613,0,192,0,0
247061346010661,1,33,3,17,1209,2012,2012,0.9895833333330001,1,1,0.9500000000000001,0.9895833333330001,190,,2224.126464863547,1106.5009086565024,24,25,64.89185194137299,32.445925970686496,24,6,482.00731409839943,241.00365704919972,38,0,0,0,0,190,0,0
247061346010661,2,33,3,17,1209,2012,2012,0.010416666667000002,0,0,0.05,0.010416666667000002,2,,0,0,0,,,,0,,,,2,0,0,0,0,2,0,0
15802353020004,1,33,2,3,97,2013,2013,0.75,0.75,0.75,0.75,0.75,144,,4187.935493622504,2068.2070095220943,18,11,40.795979459831585,20.397989729915793,18,7,803.4797529443803,401.73987647219013,30,1,819.9178979967882,409.9589489983941,0,144,0,0
15802353020004,2,33,2,3,97,2013,2013,0.25,0.25,0.25,0.25,0.25,48,,0,0,6,5,69.17938132232634,34.58969066116317,6,1,428.21205313893194,214.10602656946597,10,1,3058.808982478572,1529.404491239286,0,48,0,0
15802469020004,1,33,2,3,831,2013,2013,1,1,1,1,1,192,,6994.165683020475,3557.7824938671733,24,60,187.46057501256152,93.73028750628076,24,4,386.786140486569,193.3930702432845,40,2,1381.447476952128,690.723738476064,0,192,0,0
188759163020004,1,8,4,103,87108,2016,2016,0.5,0.5,0.5,0.5,0.5,96,,0,0,12,0,0,0,12,0,0,0,20,0,0,0,0,96,0,0
188759163020004,2,8,4,103,87108,2016,2016,0.5,0.5,0.5,0.5,0.5,96,,0,0,12,19,118.60951149934988,59.30475574967494,12,2,386.40979794023696,193.20489897011848,20,0,0,0,0,96,0,0
15802484020004,1,33,3,5,484,2013,2013,1,1,1,1,1,192,,4160.54498272943,2055.8484796562525,24,117,387.9378851253729,193.96894256268644,24,9,923.5726416245348,461.7863208122674,40,4,2932.1218270913473,1466.0609135456737,0,192,0,0
15802519020004,1,33,2,7,859,2013,2013,0.75,0.75,0.75,0.75,0.75,144,,739.1657792687168,362.93039762093997,18,22,95.29832216384449,47.649161081922244,18,2,268.12961669985896,134.06480834992948,30,3,2872.9595793184076,1436.4797896592038,0,144,0,0
247061298010661,1,33,3,5,523,2012,2012,1,1,1,1,1,192,,11078.111112304743,5600.535021193832,24,26,66.31795724739641,33.158978623698204,24,14,1105.192798059114,552.596399029557,40,9,5075.116188619697,2537.5580943098485,0,192,0,0
247061277010661,1,33,3,5,759,2012,2012,1,1,1,1,1,192,,14041.841287644838,7285.085503691845,24,30,72.36066517598276,36.18033258799138,24,11,821.1569991461453,410.57849957307263,40,11,5865.6975827778615,2932.8487913889307,0,192,0,0
15802406020004,1,33,2,9,53,2013,2013,0.752083333333,0.75,0.75,0.75,0.752083333333,144.4,,0,0,18,0,0,0,18,0,0,0,30,0,0,0,0,144.4,0,0
15802491020004,1,33,2,7,364,2013,2013,1,1,1,1,1,192,,11996.177773523112,5890.123286799848,24,11,38.34415079527909,19.172075397639546,24,3,323.65320465170964,161.82660232585482,40,2,1541.2820545952343,770.6410272976171,0,192,0,0
15802519020004,2,33,2,7,859,2013,2013,0.25,0.25,0.25,0.25,0.25,48,,,,6,,,,6,,,,10,,,,0,48,0,0
15802406020004,2,33,2,9,53,2013,2013,0.24791666666700002,0.25,0.25,0.25,0.24791666666700002,47.6,,11144.622189685837,5726.212343318876,6,4,32.99058358628496,16.49529179314248,6,1,255.25968254025534,127.62984127012767,10,0,0,0,0,47.6,0,0
15802482020004,1,33,2,9,448,2013,2013,1,1,1,1,1,192,,2511.102073798188,1232.9511182349104,24,53,159.81722424951755,79.90861212475878,24,7,653.2779081171833,326.63895405859165,40,2,1333.2862396801636,666.6431198400818,0,192,0,0
247061206010661,1,33,2,7,775,2012,2012,1,1,1,1,1,192,,3159.617871939165,1551.37237512213,24,47,115.59838203375618,57.79919101687809,24,7,532.8490007446306,266.4245003723153,40,3,1631.2511835147752,815.6255917573876,0,192,0,0
247061180010661,1,33,2,7,1077,2012,2012,1,1,1,1,1,192,,20136.20509727579,10393.200636438682,24,72,184.15999976526075,92.07999988263037,24,20,1583.2336909694118,791.6168454847059,40,7,3958.280225720427,1979.1401128602135,0,192,0,0
247061260010661,1,33,2,7,1113,2012,2012,1,1,1,1,1,192,,8523.483560319031,4185.0304281166445,24,46,134.17582533266312,67.08791266633156,24,5,451.37621044547166,225.68810522273583,40,8,5158.840707511957,2579.4203537559783,0,192,0,0
247061225010661,1,33,2,9,396,2012,2012,0.5,0.5,0.5,0.5,0.5,96,,0,0,12,37,223.4230549379134,111.7115274689567,12,8,1495.09389030036,747.54694515018,20,2,2669.942723340282,1334.971361670141,0,96,0,0
247061366010661,1,33,2,9,1199,2012,2012,0.9114583333330001,0.75,0.75,0.75,0.9114583333330001,175,,1912.8081092105713,939.1887816223905,18,13,58.785788028014906,29.392894014007453,18,5,699.7633850773225,349.88169253866124,30,4,3998.8459216764113,1999.4229608382057,0,175,0,0
247061366010661,2,33,2,9,1199,2012,2012,0.08854166666700002,0.25,0.25,0.25,0.08854166666700002,17,,0,0,6,0,0,0,6,0,0,0,10,0,0,0,0,17,0,0
247061225010661,2,33,2,9,396,2012,2012,0.5,0.5,0.5,0.5,0.5,96,,3890.43983264508,1910.2059578287342,12,21,146.52009613600313,73.26004806800157,12,7,1511.569632291168,755.784816145584,20,1,1542.4943703214208,771.2471851607104,0,96,0,0
461069772489998,1,46,1,7,20521,2018,2018,0.75,0.75,0.75,0.75,0.75,144,,0,0,18,0,0,0,18,0,0,0,30,0,0,0,0,144,0,0
461069772489998,2,46,1,7,20521,2018,2018,0.25,0.25,0.25,0.25,0.25,48,,0,0,6,0,0,0,6,0,0,0,10,1,2097.757061406496,1048.878530703248,0,48,0,0
461070117489998,1,46,1,127,20228,2018,2018,0.834895833333,0.75,0.75,0.75,0.834895833333,160.3,,0,0,18,0,0,0,18,0,0,0,30,0,0,0,0,160.3,0,0
461070117489998,2,46,1,127,20228,2018,2018,0.165104166667,0.25,0.25,0.25,0.165104166667,31.7,,0,0,6,9,94.38820073000896,47.19410036500448,6,1,324.58423026979904,162.29211513489952,10,0,0,0,0,31.7,0,0
31459513010690,1,30,2,97,81053,2008,2008,1,1.000000000002,1.000000000002,1,0,360,,0,0,17.9702231413,13,48.42899974142481,24.214499870712405,17.9702231413,1,115.2960330439669,57.64801652198345,29.9503719021,0,0,0,0,0,0,0
414838812489998,1,46,2,33,20448,2017,2017,1,1,1,1,1,192,,4862.4433498797,2442.7394435951574,24,4,9.488723521977938,4.744361760988969,24,1,73.41757224747207,36.70878612373603,40,1,524.4371983837549,262.21859919187744,0,192,0,0
414839745489998,1,46,1,71,20775,2017,2017,0.75,0.75,0.75,0.75,0.75,144,,0,0,18,0,0,0,18,0,0,0,30,0,0,0,0,144,0,0
414839745489998,2,46,1,71,20775,2017,2017,0.25,0.25,0.25,0.25,0.25,48,,7522.972468004448,3693.779481790184,6,0,0,0,6,4,1298.3369210791961,649.1684605395981,10,0,0,0,0,48,0,0
461069266489998,1,46,2,47,20373,2018,2018,0.744791666667,0.75,0.75,0.7250000000000001,0.744791666667,143,,484.09965453044947,252.21592001036416,18,57,239.9602862577154,119.9801431288577,18,12,1563.5003391280884,781.7501695640442,29,2,1925.5883759622507,962.7941879811253,0,143,0,0
461069266489998,2,46,2,47,20373,2018,2018,0.005208333333000001,0,0,0.025,0.005208333333000001,1,,0,0,0,,,,0,,,,1,0,0,0,0,1,0,0
461069266489998,3,46,2,47,20373,2018,2018,0.25,0.25,0.25,0.25,0.25,48,,,,6,,,,6,,,,10,,,,0,48,0,0
31432826010690,1,30,5,23,86138,2008,2008,1,1,1,1,0,360,,29241.48180351601,14835.140862599266,17.650798969800004,24,70.32412226833993,35.16206113416997,17.650798969800004,1,90.68705457618928,45.34352728809464,29.417998283,4,2591.187007453736,1295.593503726868,0,0,0,0
461069416489998,1,46,2,103,20316,2018,2018,1,1,1,1,1,192,,662.2334919018,325.1566445237838,24,8,18.97752183989598,9.48876091994799,24,7,513.9250312605151,256.96251563025754,40,1,524.439265351624,262.219632675812,0,192,0,0
414839032489998,1,46,1,31,21040,2017,2017,0.75,0.75,0.75,0.75,0.75,144,,0,0,18,16,76.2970945878437,38.14854729392185,18,4,590.3373031368052,295.1686515684026,30,3,3162.677870036226,1581.338935018113,0,144,0,0
414839032489998,2,46,1,31,21040,2017,2017,0.25,0.25,0.25,0.25,0.25,48,,0,0,6,0,0,0,6,0,0,0,10,0,0,0,0,48,0,0
414839102489998,1,46,1,71,20740,2017,2017,1,1,1,1,1,192,,1694.990261168217,832.2402182335945,24,3,6.929292513909388,3.464646256954694,24,6,428.914875713663,214.4574378568315,40,1,510.63823205289714,255.31911602644857,0,192,0,0
722575523290487,1,46,2,33,20089,2021,2021,1,1,1,1,1,192,,18169.913784515866,9466.525081732767,24,4,9.48876091994799,4.744380459973995,24,12,881.0143393037401,440.5071696518701,40,4,2097.757061406496,1048.878530703248,0,192,0,0
722575553290487,1,46,2,33,20482,2021,2021,1,1,1,1,1,192,,1890.5456281394827,984.9742722606704,24,6,14.310610497745442,7.155305248872721,24,1,73.81746537983565,36.90873268991783,40,0,0,0,0,192,0,0
511296971126144,1,46,2,33,28303,2019,2019,0.75,0.75,0.75,0.75,0.75,144,,1825.8820450126464,951.2845454515888,18,2,6.32584061329866,3.16292030664933,18,2,195.78096428972003,97.89048214486002,30,1,699.2523538021654,349.6261769010827,0,144,0,0
511296971126144,2,46,2,33,28303,2019,2019,0.25,0.25,0.25,0.25,0.25,48,,1440.2050217728993,750.3468163436805,6,2,18.97752183989598,9.48876091994799,6,2,587.3428928691601,293.67144643458005,10,5,10488.785307032482,5244.392653516241,0,48,0,0
511297018126144,1,46,2,81,28039,2019,2019,1,1,1,1,1,192,,40235.01462125063,20877.44240193409,24,15,35.561785179947655,17.780892589973828,24,19,1394.113440200489,697.0567201002445,40,9,4717.158748554388,2358.579374277194,0,192,0,0
511297028126144,1,46,2,33,28298,2019,2019,1,1,1,1,1,192,,781.21720171053,407.0141620911861,24,0,0,0,24,4,295.5844487780449,147.79222438902244,40,2,1055.7110202476215,527.8555101238107,0,192,0,0
171928901020004,2,33,3,15,281,2014,2014,0.155208333333,0.25,0.25,0.19,0.155208333333,29.8,,0,0,6,0,0,0,6,0,0,0,7.6000000000000005,0,0,0,0,29.8,0,0
15802508020004,1,33,3,17,873,2013,2013,1,1,1,1,1,192,,31281.656622957602,15359.293401872183,24,51,169.31244002373305,84.65622001186652,24,10,1027.4741644893027,513.7370822446513,40,6,4403.678757615249,2201.8393788076246,0,192,0,0
171929048020004,1,33,2,9,95,2014,2014,1,1,1,1,1,192,,12932.11018444059,6349.66610056033,24,90,306.0908534465072,153.0454267232536,24,13,1368.3695872705111,684.1847936352556,40,6,4511.331912680481,2255.6659563402404,0,192,0,0
171928962020004,1,33,2,9,190,2014,2014,1,1,1,1,1,192,,0,0,24,88,242.6838463326136,121.3419231663068,24,16,1365.621665081078,682.810832540539,40,8,4877.461744943077,2438.7308724715385,0,192,0,0
171928974020004,1,33,3,11,436,2014,2014,1,1,1,1,1,192,,20269.036279203643,10222.981603628641,24,65,216.93027404995397,108.46513702497698,24,19,1962.5133841053573,981.2566920526787,40,14,10329.52928829639,5164.764644148195,0,192,0,0
171928901020004,1,33,3,15,281,2014,2014,0.844791666667,0.75,0.75,0.81,0.844791666667,162.20000000000002,,0,0,18,0,0,0,18,0,0,0,32.4,0,0,0,0,162.20000000000002,0,0
722575521290487,1,46,2,103,21056,2021,2021,0.75,0.75,0.75,0.75,0.75,144,,5790.931900569525,3017.075520196722,18,8,25.30336245319464,12.65168122659732,18,12,1174.6857857383202,587.3428928691601,30,4,2797.0094152086617,1398.5047076043309,0,144,0,0
722575521290487,2,46,2,103,21056,2021,2021,0.25,0.25,0.25,0.25,0.25,48,,8102.982273307334,4142.185745364905,6,1,9.48876091994799,4.744380459973995,6,2,587.3428928691601,293.67144643458005,10,3,6293.271184219489,3146.6355921097447,0,48,0,0
31442450010690,1,30,4,49,80534,2008,2008,1,1,1,1.000000000001,0,360,,12811.236966421999,6674.654459505861,16.9343758582,3,10.08228132660932,5.04114066330466,16.9343758582,0,0,0,28.223959763699998,3,2228.9714143279843,1114.4857071639922,0,0,0,0
31442625010690,1,30,4,49,85713,2008,2008,1,1,1,0.999999999999,0,360,,604.1044310478029,314.7384085759053,17.977542099799997,32,101.33988765073076,50.66994382536538,17.977542099799997,3,294.0383065981666,147.0191532990833,29.9625701663,3,2100.377620908423,1050.1888104542115,0,0,0,0
31445051010690,1,30,1,53,86473,2008,2008,1,1,1,1.000000000001,0,360,,2353.268949640357,1226.053122762626,16.9360356964,59,197.21436611633015,98.60718305816508,16.9360356964,12,1241.4236092074148,620.7118046037074,28.2267261607,2,1477.9584316792186,738.9792158396093,0,0,0,0
31426451010690,1,30,5,1,82379,2008,2008,1,1.000000000003,1.000000000003,1,0,360,,5840.781021304994,2905.726175219145,17.7096948859,6,21.0529669514202,10.5264834757101,17.7096948859,13,1411.749454798841,705.8747273994205,29.5161581431,4,3102.899697764482,1551.449848882241,0,0,0,0
31434620010690,1,30,1,29,82927,2008,2008,1,1.000000000001,1.000000000001,1.000000000001,0,360,,6449.114043646142,3359.98841673964,17.9329603158,16,51.82698364293822,25.91349182146911,17.9329603158,1,100.25087429201459,50.12543714600729,29.888267192999997,0,0,0,0,0,0,0
31461926010690,1,30,2,111,90204,2008,2008,0.7777777777780001,0.669134355464,0.669134355464,0.669134355464,0,280,,0,0,12,0,0,0,12,0,0,0,20,0,0,0,0,0,0,0
31461926010690,2,30,2,111,90204,2008,2008,0.222222222222,0.33086564453500006,0.33086564453500006,0.33086564453600004,0,80,,0,0,5.9336181172,0,0,0,5.9336181172,0,0,0,9.8893635287,0,0,0,0,0,0,0
504274649126144,1,17,2,81,20064,2019,2019,1,1,1,1,1,192,,4044.577710089857,2107.2249869568154,24,29,86.10446082017116,43.05223041008558,24,7,643.2472107973545,321.6236053986772,40,1,656.4072075700119,328.20360378500595,0,192,0,0
504274696126144,1,17,3,147,20037,2019,2019,1,1,1,1,1,192,,28230.807569858673,13861.32651680061,24,14,39.375413581235044,19.687706790617522,24,6,522.276591579514,261.138295789757,40,3,1865.3659068575917,932.6829534287958,0,192,0,0
504274733126144,1,17,1,181,20074,2019,2019,0.75,0.75,0.75,0.75,0.75,144,,898.7163441308207,441.269724968233,18,21,76.74702429995129,38.373512149975646,18,11,1244.1912825403324,622.0956412701662,30,3,2423.8692720699187,1211.9346360349593,0,144,0,0
504274733126144,2,17,1,181,20074,2019,2019,0.25,0.25,0.25,0.25,0.25,48,,0,0,6,0,0,0,6,0,0,0,10,0,0,0,0,48,0,0
171132492020004,1,17,3,95,20019,2015,2015,0.6875,0.5,0.5,0.5,0.6875,132,,5233.139738563379,2569.471611634619,12,12,84.58828307324376,42.29414153662188,12,11,2399.793469366976,1199.896734683488,20,5,7791.923063250413,3895.9615316252066,0,132,0,0
171132492020004,2,17,3,95,20019,2015,2015,0.3125,0.5,0.5,0.5,0.3125,60,,0,0,12,0,0,0,12,0,0,0,20,0,0,0,0,60,0,0
171132564020004,1,17,3,7,20047,2015,2015,0.75,0.75,0.75,0.75,0.75,144,,0,0,18,0,0,0,18,0,0,0,30,0,0,0,0,144,0,0
171132564020004,2,17,3,7,20047,2015,2015,0.25,0.25,0.25,0.25,0.25,48,,0,0,6,7,73.41304501222919,36.706522506114595,6,2,649.1684605395981,324.58423026979904,10,4,9274.29437674451,4637.147188372255,0,48,0,0
171132607020004,1,17,1,193,20039,2015,2015,1,1,1,1,1,192,,6308.31980719863,3097.385025334527,24,27,97.54934249116552,48.77467124558276,24,6,670.9096688131551,335.45483440657756,40,3,2396.2246115612943,1198.1123057806471,0,192,0,0
171133038020004,1,17,3,99,20118,2015,2015,1,1,1,1,1,192,,0,0,24,13,35.61250698154515,17.806253490772576,24,3,254.35054225643592,127.17527112821796,40,2,1211.2530347977838,605.6265173988919,0,192,0,0
504275072126144,1,17,2,117,20160,2019,2019,1,1,1,1,1,192,,2890.831124429352,1419.3980820948118,24,26,91.18716329228081,45.59358164614041,24,10,1085.4568799961653,542.7284399980826,40,2,1550.7294716658555,775.3647358329277,0,192,0,0
504275081126144,1,17,2,83,20062,2019,2019,0.75,0.75,0.75,0.75,0.75,144,,10001.132670667008,4910.556141297501,18,17,83.030738851362,41.515369425681,18,3,453.48555082335827,226.74277541167913,30,1,1079.7809684202443,539.8904842101222,0,144,0,0
504275081126144,2,17,2,83,20062,2019,2019,0.25,0.25,0.25,0.25,0.25,48,,0,0,6,0,0,0,6,0,0,0,10,0,0,0,0,48,0,0
504275177126144,1,17,3,95,20035,2019,2019,1,1,1,1,1,192,,15899.990841482679,7806.895503167995,24,8,25.86901510089157,12.934507550445785,24,12,1200.9456998562139,600.4728499281069,40,1,714.8840290812178,357.4420145406089,0,192,0,0
171133583020004,1,17,1,69,20030,2015,2015,1,1,1,1,1,192,,13192.690573330976,6535.192783036749,24,20,72.03593889708591,36.01796944854296,24,4,445.89380109065286,222.94690054532643,40,2,1592.556718114014,796.278359057007,0,192,0,0
251566031489998,1,17,2,135,20091,2015,2015,0.75,0.75,0.75,0.75,0.75,144,,0,0,18,0,0,0,18,0,0,0,30,0,0,0,0,144,0,0
251566031489998,2,17,2,135,20091,2015,2015,0.25,0.25,0.25,0.25,0.25,48,,10964.548984380264,5383.5935513307095,6,21,259.1811841669637,129.59059208348185,6,3,1145.9288352531235,572.9644176265617,10,0,0,0,0,48,0,0
251566132489998,1,17,3,89,20040,2015,2015,0.75,0.75,0.75,0.75,0.75,144,,0,0,18,0,0,0,18,0,0,0,30,0,0,0,0,144,0,0
251566132489998,2,17,3,89,20040,2015,2015,0.25,0.25,0.25,0.25,0.25,48,,26523.40710156749,13022.992886869637,6,6,85.8416514052311,42.92082570261555,6,0,0,0,10,3,9488.853809118076,4744.426904559038,0,48,0,0
251566221489998,1,17,3,57,20025,2015,2015,1,1,1,1,1,192,,3457.19843464632,1697.4844314113432,24,31,108.87569734764534,54.43784867382267,24,3,326.0939403663075,163.04697018315375,40,0,0,0,0,192,0,0
251566315489998,1,17,3,203,20011,2015,2015,1,1,1,1,1,192,,13497.628477360247,6627.335582383882,24,26,92.4645527358268,46.2322763679134,24,8,880.529945656223,440.2649728281115,40,6,4717.358293697016,2358.679146848508,0,192,0,0
251566346489998,1,17,2,33,20089,2015,2015,1,1,1,1,1,192,,709.5358841805,348.3821191326255,24,54,162.50633348699563,81.25316674349781,24,31,2887.290246711046,1443.645123355523,40,21,13971.451068979499,6985.725534489749,0,192,0,0
251566414489998,1,17,2,121,20115,2015,2015,0.5,0.5,0.5,0.5,0.5,96,,,,12,,,,12,,,,20,,,,0,96,0,0
251566414489998,2,17,2,121,20115,2015,2015,0.5,0.5,0.5,0.5,0.5,96,,1419.071768361,696.764238265251,12,32,191.99273282859764,95.99636641429882,12,2,371.3787292037915,185.68936460189576,20,0,0,0,0,96,0,0
251566432489998,1,17,1,77,20202,2015,2015,0.75,0.75,0.75,0.75,0.75,144,,76441.70091489401,37532.87514921296,18,28,129.4912982629424,64.7456491314712,18,17,2433.2329738785324,1216.6164869392662,30,1,1022.4174217924241,511.20871089621204,0,144,0,0
251566432489998,2,17,1,77,20202,2015,2015,0.25,0.25,0.25,0.25,0.25,48,,0,0,6,0,0,0,6,0,0,0,10,0,0,0,0,48,0,0
