"","cn","uid","unitcd","plot_status_cd","lat","lon","ecosubcd"
"1","59775678010538","34_5_553_2004",1,1,40.10079,-74.678585," 232Ac"
"2","59776445010538","34_11_1121_2004",1,1,39.368511,-74.917174," 232Ab"
"3","59779575010538","34_37_748_2004",1,1,40.940073,-74.759745," 221Ae"
"4","65399781010538","34_1_670_2005",1,1,39.449416,-74.767032," 232Ab"
"5","65394600010538","34_5_12_2005",1,1,39.613735,-74.451359," 232Ab"
"6","65395056010538","34_5_519_2005",1,1,39.892379,-74.483634," 232Ab"
"7","65398554010538","34_35_1165_2005",1,1,40.462729,-74.555372," 221Da"
"8","65402580010538","34_37_123_2005",1,1,41.296562,-74.669638," 221Bd"
"9","59776658010538","34_15_745_2004",1,1,39.652217,-74.935871," 232Ab"
"10","59778277010538","34_29_284_2004",1,1,39.694347,-74.303709," 232Ab"
"11","89642253010661","26_35_20084_2004",3,1,43.943199,-84.771162,"212Hg"
"12","89775752010661","26_61_29076_2004",2,1,46.61806,-88.938958,"212Sn"
"13","89845983010661","26_13_20316_2004",2,1,46.737943,-88.166595,"212Sq"
"14","20651511010478","47_155_65_2003",5,1,35.884826,-83.349365,"221Jb"
"15","89795806010661","26_41_29049_2004",1,1,45.866486,-86.509486,"212Rc"
"16","31432826010690","30_23_86138_2008",5,1,46.120965,-113.133623,"M332Bd"
"17","20636994010478","47_109_12_2004",1,1,35.210908,-88.570283,"231Bk"
"18","20638245010478","47_173_10_2004",5,1,36.324721,-83.970446,"221Ja"
"19","20652582010478","47_19_67_2003",5,1,36.31817,-82.052131,"M221Dc"
"20","20651093010478","47_139_114_2003",5,1,35.095703,-84.573899,"M221Dd"
"21","20635049010478","47_59_31_2004",5,1,36.144769,-82.860695,"M221Ab"
"22","20634870010478","47_51_24_2004",4,1,35.125854,-86.027752,"231Cd"
"23","20637529010478","47_135_15_2004",2,1,35.784715,-87.920918,"223Eg"
"24","11857114010690","30_29_94260_2006",1,1,48.730568,-114.414696,"M333Cb"
"25","11847581010690","30_1_89037_2006",5,1,45.30982,-113.48335,"M332Ej"
"26","11879718010690","30_89_87893_2006",1,1,47.711817,-115.608473,"M333Da"
"27","31453931010690","30_77_81418_2008",4,1,47.587015,-113.144843,"M333Ce"
"28","11859993010690","30_39_86633_2006",3,1,46.520359,-113.680512,"M332Bg"
"29","11860123010690","30_39_87909_2006",3,1,46.026664,-113.652523,"M332Bc"
"30","11861002010690","30_41_81637_2006",2,1,48.208801,-109.651647,"331Ka"
"31","11863150010690","30_47_90133_2006",1,1,47.73677,-114.332636,"M333Bc"
"32","12362832010690","30_77_95215_2007",4,1,46.40575,-112.498602,"M332Dj"
"33","11867935010690","30_57_86172_2006",5,1,45.285388,-111.83537,"M332Ej"
"34","11868234010690","30_57_87992_2006",5,1,45.287993,-112.154065,"M332Ekk"
"35","11881527010690","30_97_88887_2006",2,1,45.508554,-109.974678,"M331Ar"
"36","11871096010690","30_63_87442_2006",3,1,46.748207,-113.560895,"M332Bg"
"37","11871174010690","30_63_87490_2006",3,1,47.5015,-113.735652,"M333Cb"
"38","11880256010690","30_89_95520_2006",1,1,47.237841,-114.352907,"M333Bc"
"39","31426451010690","30_1_82379_2008",5,1,45.452836,-113.779826,"M332Ehh"
"40","89814222010661","26_51_20084_2004",3,1,43.818217,-84.434023,"212Hh"
"41","89801210010661","26_41_20071_2004",1,1,46.143367,-86.531658,"212Ra"
"42","89805380010661","26_43_20267_2004",2,1,45.918023,-87.8902,"212Tb"
"43","89766964010661","26_55_20090_2004",3,1,44.573748,-85.394028,"212He"
"44","89720834010661","26_117_20135_2004",4,1,43.266806,-85.29342,"222Jc"
"45","89709988010661","26_109_20265_2004",1,1,45.529214,-87.400995,"212Te"
"46","89734574010661","26_95_20116_2004",1,1,46.422541,-85.525663,"212Ra"
"47","89717643010661","26_113_20186_2004",3,1,44.20903,-84.894366,"212Hc"
"48","89606749010661","26_83_20120_2004",2,1,47.924565,-88.970004,"212Lb"
"49","89815820010661","26_53_20150_2004",2,1,46.618631,-89.922965,"212Jb"
"50","55899485010538","33_7_440_2003",2,1,44.760869,-71.599724,"M211Ae"
"51","55902086010538","33_9_95_2003",2,1,43.899221,-71.935869,"M211Bc"
"52","55907241010538","33_9_190_2003",2,1,44.126834,-72.004375,"M211Bb"
"53","55905045010538","33_9_915_2003",2,1,43.934648,-71.485345,"M211Ad"
"54","55893910010538","33_1_553_2003",3,1,43.426981,-71.433647,"221Al"
"55","55909358010538","33_11_436_2003",3,1,42.885499,-71.955537,"M211Bd"
"56","55910465010538","33_13_493_2003",3,1,43.119811,-71.450814,"221Ai"
"57","62155519010538","33_3_871_2004",2,1,44.028021,-71.318355,"M211Ad"
"58","62154844010538","33_3_1121_2004",2,1,43.742008,-71.310225,"221Al"
"59","62159832010538","33_7_20_2004",2,1,44.808111,-71.422518,"M211Ae"
"60","62159278010538","33_7_552_2004",2,1,44.580206,-71.338718,"M211Ae"
"61","62163491010538","33_9_994_2004",2,1,44.064089,-71.960788,"M211Bb"
"62","62153651010538","33_1_275_2004",3,1,43.595353,-71.633364,"M211Bc"
"63","62156755010538","33_5_564_2004",3,1,42.741377,-72.25005,"M211Bd"
"64","62164851010538","33_11_467_2004",3,1,43.16958,-71.947917,"M211Bd"
"65","62164726010538","33_11_556_2004",3,1,42.746245,-71.460145,"221Ai"
"66","62167182010538","33_15_15_2004",3,1,42.898958,-71.260849,"221Ai"
"67","62167290010538","33_15_931_2004",3,1,43.176926,-71.281208,"221Ai"
"68","62168328010538","33_19_1114_2004",3,1,43.29021,-72.299868,"M211Bc"
"69","62231243010538","33_3_489_2005",2,1,43.816668,-71.145115,"221Al"
"70","62237823010538","33_7_1212_2005",2,1,44.660065,-71.166784,"M211Ae"
"71","62241642010538","33_9_319_2005",2,1,43.805458,-71.819178,"M211Bc"
"72","62241470010538","33_9_487_2005",2,1,44.234448,-71.498806,"M211Ad"
"73","62233979010538","33_5_1132_2005",3,1,42.947099,-72.451153,"M211Bb"
"74","62242626010538","33_11_318_2005",3,1,42.836898,-71.748063,"221Ai"
"75","62244300010538","33_13_386_2005",3,1,43.383613,-71.451616,"221Al"
"76","62242832010538","33_13_864_2005",3,1,43.526945,-71.794078,"M211Bc"
"77","62245235010538","33_15_194_2005",3,1,42.978597,-71.091202,"221Ai"
"78","62246414010538","33_19_804_2005",3,1,43.369735,-72.123345,"M211Bc"
"79","55880834010538","33_3_97_2002",2,1,44.236103,-71.137889,"M211Ad"
"80","55874216010538","33_3_831_2002",2,1,43.810731,-71.470813,"221Al"
"81","55880974010538","33_7_364_2002",2,1,45.080517,-71.195704,"M211Af"
"82","55881080010538","33_7_859_2002",2,1,44.647279,-71.513113,"M211Ae"
"83","55882006010538","33_9_448_2002",2,1,43.94747,-71.846721,"M211Ad"
"84","55875669010538","33_5_484_2002",3,1,42.950813,-72.112868,"M211Bc"
"85","55890049010538","33_13_934_2002",3,1,43.383546,-71.789789,"221Ai"
"86","55891924010538","33_17_873_2002",3,1,43.39594,-71.115131,"221Al"
"87","97524375010661","29_23_20009_2005",1,1,36.846832,-90.405451,"223Al"
"88","97517880010661","29_117_20130_2005",4,1,39.714737,-93.438887,"251Cc"
"89","188778167020004","4_17_83010_2015",2,1,34.113513,-110.35516,"313Cd"
"90","188778200020004","4_9_80981_2015",1,1,33.431732,-109.550729,"M313Ag"
"91","188778175020004","4_9_82697_2015",1,1,32.717604,-109.991,"321Am"
"92","188778203020004","4_1_82485_2015",2,1,35.862326,-109.392773,"313Ac"
"93","14550071020004","49_53_83597_2017",5,1,37.53641,-113.84771,"341Fm"
"94","70282976010661","29_145_20104_2003",2,1,36.895822,-94.608899,"223Am"
"95","70384431010661","29_15_20135_2003",3,1,38.199426,-93.178226,"223Ac"
"96","70362563010661","29_105_20022_2003",3,1,37.625029,-92.408807,"223Ad"
"97","70392386010661","29_21_20055_2003",4,1,39.549908,-94.662578,"251Cb"
"98","70260808010661","29_221_20096_2003",1,1,38.067325,-90.730308,"223Ae"
"99","70304587010661","29_35_20095_2003",1,1,36.97724,-90.784397,"223Af"
"100","92206490010661","29_45_20074_2004",4,1,40.277847,-91.875587,"251Cm"
"101","92141943010661","29_229_20026_2004",2,1,37.161597,-92.673484,"223Ab"
"102","92377431010661","29_29_20105_2004",3,1,38.020754,-92.921578,"223Ac"
"103","14549561020004","49_45_82640_2018",1,1,40.053805,-112.756851,"341Av"
"104","14549687020004","49_47_83422_2018",2,1,40.371547,-109.179927,"M331Eh"
"105","14549033020004","49_37_87202_2019",4,1,37.044327,-110.664662,"313Ad"
"106","2381347010690","49_19_86311_2002",4,1,39.246648,-109.440021,"M341Bd"
"107","2381402010690","49_19_86412_2002",4,1,38.745646,-109.445193,"341Bd"
"108","2381434010690","49_19_87478_2002",4,1,39.030293,-109.962825,"M341Bg"
"109","2386258010690","49_37_86470_2002",4,1,37.544167,-110.033933,"313Ac"
"110","2379616010690","49_15_88646_2002",4,1,39.252847,-110.536809,"341Bb"
"111","97538219010661","29_91_20011_2005",2,1,36.636587,-91.916506,"223Ab"
"112","2381661010690","49_21_80998_2002",5,1,37.567598,-113.265371,"341Fk"
"113","2403261010690","49_43_83319_2003",1,1,40.87981,-111.233128,"M331Dv"
"114","2403401010690","49_43_85042_2003",1,1,40.651953,-111.175012,"M331Ea"
"115","67082134010661","29_127_20089_2002",4,1,39.742632,-91.472807,"251Cd"
"116","14549998020004","49_53_83648_2017",5,1,37.37413,-113.879674,"341Fm"
"117","24064333010478","45_87_64_2004",3,1,34.724434,-81.559501," 231Ae"
"118","24064651010478","45_89_76_2004",2,1,33.623401,-79.882611," 232Ca"
"119","23979846010478","45_15_119_2003",2,1,33.154849,-79.599878," 232Cb"
"120","24055743010478","45_81_15_2005",3,1,34.052986,-81.573041," 231Af"
"121","24056031010478","45_83_53_2005",3,1,34.988475,-82.099632," 231Ia"
"122","24065092010478","45_89_1_2004",2,1,33.795908,-79.603765," 232Ca"
"123","24051699010478","45_73_73_2005",3,1,34.695506,-83.044924," 231Ad"
"124","24052838010478","45_75_67_2005",1,1,33.312562,-80.816193," 232Ca"
"125","24080896010478","45_23_47_2004",3,1,34.784888,-81.012913," 231Ic"
"126","24053982010478","45_79_44_2005",2,1,34.135213,-81.005334," 231Af"
"127","24054139010478","45_79_15_2005",2,1,33.903524,-80.895716," 232Ja"
"128","24054752010478","45_79_21_2005",2,1,33.745172,-80.619443," 232Ja"
"129","22345878010478","1_75_3_2004",4,1,33.625706,-87.987173," 231Bd"
"130","22346646010478","1_91_42_2004",2,1,32.314344,-87.88446," 231Bf"
"131","22343224010478","1_133_9_2004",5,1,34.223855,-87.246594," 231Cd"
"132","22345642010478","1_71_94_2004",6,1,34.896279,-85.922748," 231Cd"
"133","22345699010478","1_73_75_2004",5,1,33.627802,-86.758562," 231Da"
"134","22347373010478","1_103_30_2004",6,1,34.325417,-86.658988," 231Cb"
"135","22330388010478","1_21_21_2004",3,1,32.775397,-86.488035," 231Bd"
"136","22346354010478","1_87_5_2004",3,1,32.473544,-85.569464," 231Bd"
"137","22350290010478","1_19_17_2004",5,1,34.077072,-85.681106," 231De"
"138","22347287010478","1_101_37_2004",3,1,32.181636,-86.348203," 231Ba"
"139","22330750010478","1_25_61_2004",2,1,31.488414,-87.638403," 232Bl"
"140","22330755010478","1_25_41_2004",2,1,31.852214,-88.046783," 232Bl"
"141","22330789010478","1_27_44_2004",5,1,33.318236,-85.824894," 231Ac"
"142","22330823010478","1_27_11_2004",5,1,33.114192,-86.017237," 231Ac"
"143","22331729010478","1_47_31_2004",3,1,32.211973,-87.252492," 231Ba"
"144","22332066010478","1_53_16_2004",1,1,31.12618,-87.232068," 232Bj"
"145","22332090010478","1_55_37_2004",5,1,34.179382,-85.969804," 231Cf"
"146","22342244010478","1_117_14_2004",5,1,33.493787,-86.431515," 231Db"
"147","22343002010478","1_129_71_2004",1,1,31.372519,-88.192156," 232Bk"
"148","22343126010478","1_131_72_2004",2,1,31.962237,-87.487347," 232Bl"
"149","22345783010478","1_73_70_2004",5,1,33.388878,-87.006086," 231Da"
"150","22332177010478","1_57_11_2004",4,1,33.817364,-87.717727," 231Bd"
"151","22346958010478","1_97_58_2004",1,1,30.902223,-88.383339," 232Bj"
"152","22342306010478","1_119_51_2004",2,1,32.378913,-88.209933," 231Bc"
"153","55945500010538","44_7_113_2004",1,1,41.921636,-71.540177,"221Ag"
"154","62270865010538","44_7_47_2005",1,1,41.826474,-71.688105,"221Ag"
"155","22347825010478","1_113_32_2004",3,1,32.373799,-85.320231," 231Bd"
"156","22330684010478","1_25_12_2004",2,1,31.562469,-87.902154," 232Bs"
"157","22331454010478","1_41_19_2004",3,1,31.513494,-86.276493," 232Bj"
"158","2401198010690","49_37_83074_2003",4,1,38.02906,-109.292305,"341Be"
"159","2404527010690","49_47_85373_2003",2,1,40.600486,-109.942074,"M331Eb"
"160","22334461010478","1_41_54_2003",3,1,31.638442,-86.326424," 232Bm"
"161","22344303010478","1_81_13_2003",3,1,32.610803,-85.35659," 231Aa"
"162","22333367010478","1_17_41_2003",3,1,33.000043,-85.31144," 231Ai"
"163","22347989010478","1_107_67_2003",4,1,33.303245,-88.226408," 231Bc"
"164","22348078010478","1_109_20_2003",3,1,31.941271,-86.060923," 232Bm"
"165","22345475010478","1_105_30_2003",4,1,32.666597,-87.248153," 231Bc"
"166","22334057010478","1_33_22_2003",6,1,34.702555,-87.806791," 231Cd"
"167","188779501020004","4_17_82789_2016",2,1,36.643592,-110.325099,"313Ap"
"168","188779504020004","4_7_87624_2016",2,1,33.97699,-110.030483,"M313Ah"
"169","188780089020004","4_15_80850_2017",2,1,35.894382,-113.85863,"322Ax"
"170","188779512020004","4_1_86092_2016",2,1,35.932642,-109.937632,"313Ac"
"171","188780840020004","4_11_80832_2017",1,1,33.558375,-109.174283,"M313Ah"
"172","188779757020004","4_19_80908_2017",1,1,32.434074,-110.814071,"321Ak"
"173","188780469020004","4_23_91754_2017",1,1,31.640976,-110.689635,"321Am"
"174","188780844020004","4_1_86837_2017",2,1,35.546117,-109.070218,"313Ba"
"175","188781257020004","4_15_87710_2018",2,1,36.791562,-113.690805,"313Aq"
"176","188779834020004","4_17_89103_2017",2,1,34.386943,-110.729072,"M313Al"
"177","188777364020004","4_1_91355_2015",2,1,34.892597,-109.449139,"313Db"
"178","188781728020004","4_5_87039_2018",2,1,34.519737,-111.549191,"313Cd"
"179","188782032020004","4_11_80297_2018",1,1,32.978379,-109.078121,"M313Ac"
"180","188782043020004","4_1_88549_2018",2,1,35.452995,-109.176971,"313Ba"
"181","188778511020004","4_7_87897_2016",2,1,33.895836,-110.461079,"313Cd"
"182","188779725020004","4_17_83363_2017",2,1,36.36735,-110.604184,"313Ap"
"183","188778061020004","4_5_85118_2015",2,1,34.436407,-111.486167,"313Cd"
"184","188777408020004","4_7_81233_2015",2,1,33.759931,-111.057588,"313Ca"
"185","188777670020004","4_5_90438_2015",2,1,36.413216,-112.441157,"313Ao"
"186","188780481020004","4_19_89451_2017",1,1,32.151125,-111.24738,"322Bf"
"187","188778372020004","4_1_89700_2015",2,1,33.794794,-109.647784,"M313Ah"
"188","188780405020004","4_17_85868_2017",2,1,36.869054,-110.613528,"313Ad"
"189","188779871020004","4_21_80999_2017",1,1,33.083855,-110.46457,"321Aj"
"190","188778720020004","4_15_91778_2016",2,1,36.519632,-113.572967,"313An"
"191","188778724020004","4_15_91897_2016",2,1,36.194744,-113.601688,"313Aq"
"192","188778718020004","4_15_90570_2016",2,1,36.658247,-113.585081,"313An"
"193","188780334020004","4_25_83536_2017",2,1,34.963354,-112.263872,"313Cb"
"194","188780829020004","4_3_86306_2017",1,1,32.077034,-109.303318,"321Aj"
"195","188779564020004","4_3_84783_2016",1,1,31.50013,-110.161585,"321Aj"
"196","188780833020004","4_1_89196_2017",2,1,34.062285,-109.158528,"M313Ah"
"197","188778006020004","4_5_83516_2015",2,1,35.424115,-111.441472,"M313Ak"
"198","188779027020004","4_25_88529_2016",2,1,35.056406,-112.429542,"M313Ak"
"199","188779602020004","4_11_87951_2016",1,1,33.427407,-109.228532,"M313Ag"
"200","29099925010478","1_33_64_2005",6,1,34.740398,-87.862359," 223Ef"
"201","29102234010478","1_93_64_2005",4,1,34.269699,-88.03075," 231Bd"
"202","22331922010478","1_51_15_2004",3,1,32.65298,-86.189651," 231Bd"
"203","22342856010478","1_127_15_2004",5,1,33.742156,-87.397619," 231Ca"
"204","22349727010478","1_5_28_2004",3,1,31.937904,-85.408511," 232Bm"
"205","22347585010478","1_107_49_2004",4,1,33.15582,-88.13661," 231Bc"
"206","22349807010478","1_7_9_2004",4,1,32.995628,-87.036275," 231Bd"
"207","22349881010478","1_9_31_2004",5,1,33.894702,-86.772609," 231Cc"
"208","22347664010478","1_109_46_2004",3,1,31.828486,-85.961258," 232Bn"
"209","22334099010478","1_35_27_2003",2,1,31.42181,-86.673935," 232Bj"
"210","22344029010478","1_73_15_2003",5,1,33.498725,-87.277191," 231Ca"
"211","22343385010478","1_59_36_2003",6,1,34.385539,-88.032731," 231Be"
"212","22344682010478","1_89_11_2003",6,1,34.753079,-86.779381," 223Ef"
"213","22345400010478","1_103_54_2003",6,1,34.455726,-86.65686," 231Cd"
"214","22344036010478","1_75_32_2003",4,1,33.988769,-87.98096," 231Bd"
"215","22345046010478","1_97_68_2003",1,1,30.635124,-88.205052," 232Bg"
"216","22345107010478","1_97_129_2003",1,1,31.040468,-88.404725," 232Bj"
"217","22347908010478","1_115_9_2004",5,1,33.609344,-86.413209," 231Db"
"218","22345985010478","1_77_5_2004",6,1,34.927763,-88.07137," 231Be"
"219","22331054010478","1_33_45_2004",6,1,34.643733,-88.020512," 231Be"
"220","22331169010478","1_35_66_2004",2,1,31.602906,-87.076555," 232Bj"
"221","22342730010478","1_125_58_2004",4,1,33.270123,-87.566966," 231Bd"
"222","22349469010478","1_3_130_2004",1,1,30.779237,-87.750893," 232Bj"
"223","22343571010478","1_65_6_2003",4,1,32.867545,-87.704619," 231Bc"
"224","22334235010478","1_37_40_2003",5,1,32.82808,-86.186285," 231Ah"
"225","22334299010478","1_39_16_2003",1,1,31.259464,-86.301898," 232Bp"
"226","22349554010478","1_3_31_2004",1,1,31.013028,-87.793769," 232Bj"
"227","22333984010478","1_31_30_2003",3,1,31.574876,-85.918276," 232Bm"
"228","22335051010478","1_53_82_2003",1,1,31.074764,-87.102474," 232Bj"
"229","29103814010478","1_127_84_2005",5,1,33.908351,-87.608289," 231Ca"
"230","29103951010478","1_129_100_2005",1,1,31.246387,-88.251293," 232Bk"
"231","29104341010478","1_131_81_2005",2,1,31.904103,-87.592648," 232Bl"
"232","22348682010478","1_123_47_2003",3,1,32.669415,-85.804564," 231Ai"
"233","22339654010478","1_3_36_2003",1,1,31.239365,-87.633798," 232Bj"
"234","22333574010478","1_23_39_2003",2,1,31.720049,-88.150045," 231Bc"
"235","29099802010478","1_29_48_2005",5,1,33.875663,-85.481428," 231Dd"
"236","22344800010478","1_91_13_2003",2,1,32.450413,-87.93826," 231Bf"
"237","29099212010478","1_17_60_2005",3,1,32.814894,-85.338103," 231Ai"
"238","29102653010478","1_101_85_2005",3,1,31.991703,-86.160419," 232Bm"
"239","29104287010478","1_129_110_2005",1,1,31.537382,-88.39818," 232Bk"
"240","22348122010478","1_111_34_2003",5,1,33.395266,-85.564015," 231Ac"
"241","22348180010478","1_113_23_2003",3,1,32.137889,-85.093496," 232Bm"
"242","22347742010478","1_111_8_2004",5,1,33.220213,-85.463687," 231Ac"
"243","29103621010478","1_125_142_2005",4,1,33.433233,-87.778144," 231Bd"
"244","22343829010478","1_71_5_2003",6,1,34.616796,-85.819497," 231Cc"
"245","22333682010478","1_25_31_2003",2,1,31.600773,-87.651234," 232Bl"
"246","22344733010478","1_91_53_2003",2,1,32.070053,-87.756214," 232Bl"
"247","22342564010478","1_123_4_2004",3,1,32.767773,-85.618247," 231Ai"
"248","29099640010478","1_25_131_2005",2,1,31.656837,-87.845364," 232Bl"
"249","29098735010478","1_11_56_2005",3,1,32.170043,-85.91894," 231Ba"
"250","22332901010478","1_5_44_2003",3,1,31.955456,-85.347655," 232Bm"
"251","29102273010478","1_99_112_2005",2,1,31.778733,-87.277258," 232Bl"
"252","22331741010478","1_47_7_2004",3,1,32.081719,-86.922121," 231Ba"
"253","22343975010478","1_73_20_2003",5,1,33.660811,-86.919603," 231Ca"
"254","22345222010478","1_99_43_2003",2,1,31.582735,-87.359221," 232Bl"
"255","22334597010478","1_43_17_2003",5,1,33.896934,-87.0429," 231Ca"
"256","22333936010478","1_29_8_2003",5,1,33.785831,-85.557425," 231Dd"
"257","22330472010478","1_21_56_2004",3,1,32.903714,-86.785526," 231Bd"
"258","29098671010478","1_1_57_2005",3,1,32.472314,-86.848311," 231Bf"
"259","29098880010478","1_11_63_2005",3,1,32.104553,-85.595903," 232Bm"
"260","29098998010478","1_13_73_2005",3,1,31.885381,-86.719322," 232Bm"
"261","29099103010478","1_13_68_2005",3,1,31.944283,-86.874066," 232Bm"
"262","22334733010478","1_47_61_2003",3,1,32.254015,-87.045898," 231Ba"
"263","29104172010478","1_129_98_2005",1,1,31.187966,-88.001024," 232Bs"
"264","29099388010478","1_21_68_2005",3,1,32.715216,-86.967067," 231Bc"
"265","29099335010478","1_17_59_2005",3,1,33.04265,-85.250959," 231Ai"
"266","22348589010478","1_121_18_2003",5,1,33.537041,-86.134418," 231Da"
"267","22339758010478","1_3_101_2003",1,1,30.878274,-87.846282," 232Bj"
"268","22348640010478","1_123_62_2003",3,1,33.052361,-85.830402," 231Ac"
"269","29102734010478","1_103_60_2005",6,1,34.498752,-87.027651," 231Cd"
"270","29102827010478","1_107_87_2005",4,1,33.51374,-88.079843," 231Bc"
"271","29102947010478","1_109_65_2005",3,1,31.626818,-85.766921," 232Bm"
"272","29103065010478","1_113_65_2005",3,1,32.206078,-85.022799," 232Bm"
"273","29103193010478","1_117_61_2005",5,1,33.199001,-86.798226," 231Da"
"274","29103267010478","1_123_76_2005",3,1,32.938134,-85.826529," 231Ab"
"275","29103520010478","1_125_143_2005",4,1,33.238625,-87.169208," 231Bd"
"276","29103705010478","1_127_80_2005",5,1,33.550541,-87.207481," 231Ca"
"277","29100129010478","1_37_62_2005",5,1,33.053848,-86.192156," 231Ac"
"278","29099480010478","1_23_99_2005",2,1,32.016282,-88.242947," 231Bc"
"279","29099733010478","1_29_57_2005",5,1,33.605278,-85.397932," 231Dd"
"280","29100037010478","1_35_80_2005",2,1,31.412342,-86.883194," 232Bj"
"281","29100376010478","1_37_69_2005",5,1,32.828298,-86.392131," 231Ac"
"282","29100511010478","1_39_93_2005",1,1,31.052016,-86.490706," 232Bj"
"283","29100598010478","1_43_68_2005",5,1,34.116494,-87.041347," 231Cb"
"284","29100762010478","1_49_76_2005",6,1,34.442256,-85.662119," 231Cc"
"285","29100885010478","1_49_79_2005",6,1,34.242173,-85.873584," 231Cf"
"286","29101153010478","1_51_57_2005",3,1,32.43861,-86.135783," 231Bf"
"287","29101255010478","1_53_90_2005",1,1,31.066642,-87.338254," 232Bj"
"288","29101302010478","1_61_51_2005",3,1,31.173079,-85.91948," 232Bp"
"289","29101430010478","1_63_64_2005",4,1,32.690654,-87.816073," 231Bf"
"290","29101511010478","1_63_70_2005",4,1,33.044582,-87.968429," 231Bc"
"291","29101659010478","1_69_63_2005",3,1,31.270465,-85.364338," 232Bp"
"292","29101765010478","1_75_57_2005",4,1,33.79982,-88.181616," 231Bc"
"293","29101905010478","1_77_69_2005",6,1,34.947728,-87.766788," 223Ee"
"294","29102020010478","1_79_67_2005",6,1,34.391024,-87.448935," 231Cd"
"295","29123263010478","47_55_33_2005",3,1,35.149863,-86.942259,"223Ec"
"296","29123348010478","47_69_30_2005",1,1,35.168442,-89.102067,"231Hb"
"297","29122912010478","47_35_38_2005",4,1,35.858179,-84.770611,"221Hc"
"298","29123086010478","47_47_51_2005",1,1,35.048728,-89.628552,"231Ha"
"299","29123139010478","47_49_25_2005",4,1,36.41695,-84.769859,"221Hc"
"300","29123585010478","47_77_28_2005",1,1,35.746735,-88.358974,"231Bk"
"301","29123784010478","47_79_32_2005",1,1,36.436153,-88.248384,"231Hd"
"302","29125321010478","47_125_27_2005",3,1,36.357977,-87.555785,"223Eh"
"303","29125431010478","47_127_7_2005",3,1,35.236031,-86.309304,"223Ec"
"304","29125525010478","47_155_37_2005",5,1,35.839726,-83.662221,"221Jb"
"305","29125598010478","47_175_15_2005",4,1,35.606885,-85.470732,"221Hc"
"306","29125877010478","47_179_28_2005",5,1,36.291263,-82.500729,"M221Ab"
"307","29126048010478","47_183_24_2005",1,1,36.424851,-88.643908,"231Ha"
"308","29123876010478","47_85_27_2005",2,1,36.04952,-87.777338,"223Eg"
"309","29124002010478","47_87_17_2005",3,1,36.435344,-85.739891,"223Ea"
"310","29124168010478","47_93_22_2005",5,1,36.129721,-83.75888,"221Ja"
"311","29124226010478","47_99_31_2005",2,1,35.044622,-87.517989,"223Eg"
"312","29124348010478","47_101_8_2005",2,1,35.513161,-87.293353,"223Eg"
"313","29124437010478","47_107_24_2005",5,1,35.574054,-84.573903,"221Jb"
"314","29125036010478","47_109_24_2005",1,1,35.184444,-88.565358,"231Bk"
"315","29125136010478","47_113_29_2005",1,1,35.604183,-88.941048,"231Ha"
"316","29125218010478","47_123_92_2005",5,1,35.296706,-84.457668,"M221Dd"
"317","29123473010478","47_73_24_2005",5,1,36.448177,-82.908139,"221Ja"
"318","29125958010478","47_181_31_2005",2,1,35.385182,-87.886742,"223Eg"
"319","29123671010478","47_79_24_2005",1,1,36.225323,-88.138209,"231Bk"
"320","29122962010478","47_39_18_2005",2,1,35.514313,-88.203178,"231Bd"
"321","29124070010478","47_91_43_2005",5,1,36.412654,-81.944001,"M221Dc"
"322","2404318010690","49_47_81483_2003",2,1,39.467202,-109.200615,"M341Bd"
"323","14548656020004","49_31_83712_2019",3,1,38.34831,-112.260494,"M341Cl"
"324","2398351010690","49_23_83487_2003",3,1,39.525134,-111.98592,"341Aq"
"325","14548898020004","49_37_82072_2018",4,1,37.580771,-109.752045,"313Ac"
"326","2383263010690","49_25_86408_2002",5,1,37.319436,-111.681634,"313Ah"
"327","14547385020004","49_15_85705_2019",4,1,38.988279,-110.771523,"341Bb"
"328","2385666010690","49_37_83360_2002",4,1,37.762028,-109.525144,"341Bh"
"329","2396627010690","49_17_88150_2003",5,1,37.991032,-110.938392,"341Bm"
"330","31834331010690","49_37_87038_2003",4,1,37.2991,-109.93774,"313Ac"
"331","31834400010690","49_37_87888_2003",4,1,37.629511,-109.645879,"341Bh"
"332","31834863010690","49_45_87444_2003",1,1,39.908755,-112.749401,"341Av"
"333","31834881010690","49_45_89164_2003",1,1,40.277588,-112.584625,"341Au"
"334","31835014010690","49_47_84441_2003",2,1,40.23536,-109.180522,"341Ca"
"335","31835109010690","49_49_80356_2003",1,1,39.930705,-111.120289,"M341Ct"
"336","2376954010690","49_5_84992_2002",1,1,41.736028,-111.543142,"M331Dn"
"337","2395912010690","49_17_82521_2003",5,1,38.08507,-112.030537,"M341Cf"
"338","2406722010690","49_57_86810_2003",1,1,41.329171,-111.66164,"M331Dv"
"339","31831428010690","49_1_80846_2003",5,1,38.450616,-113.990739,"341Ax"
"340","2397902010690","49_21_87413_2003",5,1,37.690401,-113.945464,"341Fm"
"341","2398197010690","49_23_82400_2003",3,1,39.876397,-112.285932,"341Av"
"342","31831552010690","49_1_81992_2003",5,1,38.431331,-112.777638,"341Ab"
"343","31832248010690","49_13_81544_2003",2,1,40.206401,-110.886708,"341Ca"
"344","31832453010690","49_13_87389_2003",2,1,39.88543,-110.592155,"M341Bf"
"345","31832685010690","49_15_87654_2003",4,2,38.757262,-110.938511,"341Bb"
